PrimaryKey,LineKey,cover_type,percent
304C_2021,304C_28_2021,AG_I,15
304C_2021,304C_28_2021,PF_N,20
304C_2021,304C_28_2021,PG_I,0
304C_2021,304C_28_2021,PG_N,23.33333333
304C_2021,304C_28_2021,SH_N,11.66666667
304C_2021,304C_28_2021,PF_I,NA
304C_2021,304C_28_2021,GAP,45
304T_2021,304T_15_2021,AF_I,0
304T_2021,304T_15_2021,AF_N,0
304T_2021,304T_15_2021,AG_I,1.666666667
304T_2021,304T_15_2021,PF_N,8.333333333
304T_2021,304T_15_2021,PG_I,0
304T_2021,304T_15_2021,PG_N,40
304T_2021,304T_15_2021,SH_N,10
304T_2021,304T_15_2021,PF_I,NA
304T_2021,304T_15_2021,GAP,53.33333333
304T_2021,304T_2_2021,AF_I,3.333333333
304T_2021,304T_2_2021,AF_N,0
304T_2021,304T_2_2021,AG_I,3.333333333
304T_2021,304T_2_2021,PF_N,15
304T_2021,304T_2_2021,PG_I,0
304T_2021,304T_2_2021,PG_N,30
304T_2021,304T_2_2021,SH_N,20
304T_2021,304T_2_2021,PF_I,NA
304T_2021,304T_2_2021,GAP,43.33333333
304T_2021,304T_28_2021,AF_I,5
304T_2021,304T_28_2021,AF_N,1.666666667
304T_2021,304T_28_2021,AG_I,6.666666667
304T_2021,304T_28_2021,PF_N,6.666666667
304T_2021,304T_28_2021,PG_I,0
304T_2021,304T_28_2021,PG_N,21.66666667
304T_2021,304T_28_2021,SH_N,8.333333333
304T_2021,304T_28_2021,PF_I,NA
304T_2021,304T_28_2021,GAP,56.66666667
305T_2021,305T_15_2021,AF_I,11.66666667
305T_2021,305T_15_2021,AF_N,0
305T_2021,305T_15_2021,AG_I,1.666666667
305T_2021,305T_15_2021,PF_N,25
305T_2021,305T_15_2021,PG_I,1.666666667
305T_2021,305T_15_2021,PG_N,50
305T_2021,305T_15_2021,SH_N,15
305T_2021,305T_15_2021,PF_I,NA
305T_2021,305T_15_2021,GAP,18.33333333
305T_2021,305T_2_2021,AF_I,0
305T_2021,305T_2_2021,AF_N,0
305T_2021,305T_2_2021,AG_I,6.666666667
305T_2021,305T_2_2021,PF_N,16.66666667
305T_2021,305T_2_2021,PG_I,0
305T_2021,305T_2_2021,PG_N,23.33333333
305T_2021,305T_2_2021,SH_N,50
305T_2021,305T_2_2021,PF_I,NA
305T_2021,305T_2_2021,GAP,30
305T_2021,305T_28_2021,AF_I,3.333333333
305T_2021,305T_28_2021,AF_N,0
305T_2021,305T_28_2021,AG_I,1.666666667
305T_2021,305T_28_2021,PF_N,31.66666667
305T_2021,305T_28_2021,PG_I,0
305T_2021,305T_28_2021,PG_N,48.33333333
305T_2021,305T_28_2021,SH_N,31.66666667
305T_2021,305T_28_2021,PF_I,NA
305T_2021,305T_28_2021,GAP,13.33333333
401C_2021,401C_15_2021,AF_I,11.66666667
401C_2021,401C_15_2021,AF_N,3.333333333
401C_2021,401C_15_2021,AG_I,45
401C_2021,401C_15_2021,PF_N,13.33333333
401C_2021,401C_15_2021,PG_I,0
401C_2021,401C_15_2021,PG_N,20
401C_2021,401C_15_2021,SH_N,16.66666667
401C_2021,401C_15_2021,PF_I,NA
401C_2021,401C_15_2021,GAP,16.66666667
401C_2021,401C_2_2021,AF_I,3.333333333
401C_2021,401C_2_2021,AF_N,0
401C_2021,401C_2_2021,AG_I,28.33333333
401C_2021,401C_2_2021,PF_N,11.66666667
401C_2021,401C_2_2021,PG_I,0
401C_2021,401C_2_2021,PG_N,25
401C_2021,401C_2_2021,SH_N,25
401C_2021,401C_2_2021,PF_I,NA
401C_2021,401C_2_2021,GAP,23.33333333
401C_2021,401C_28_2021,AF_I,3.333333333
401C_2021,401C_28_2021,AF_N,1.666666667
401C_2021,401C_28_2021,AG_I,40
401C_2021,401C_28_2021,PF_N,0
401C_2021,401C_28_2021,PG_I,0
401C_2021,401C_28_2021,PG_N,31.66666667
401C_2021,401C_28_2021,SH_N,23.33333333
401C_2021,401C_28_2021,PF_I,NA
401C_2021,401C_28_2021,GAP,23.33333333
401T_2021,401T_15_2021,AF_I,0
401T_2021,401T_15_2021,AF_N,1.666666667
401T_2021,401T_15_2021,AG_I,26.66666667
401T_2021,401T_15_2021,PF_N,1.666666667
401T_2021,401T_15_2021,PG_I,0
401T_2021,401T_15_2021,PG_N,21.66666667
401T_2021,401T_15_2021,SH_N,3.333333333
401T_2021,401T_15_2021,PF_I,NA
401T_2021,401T_15_2021,GAP,46.66666667
401T_2021,401T_2_2021,AF_I,0
401T_2021,401T_2_2021,AF_N,18.33333333
401T_2021,401T_2_2021,AG_I,15
401T_2021,401T_2_2021,PF_N,1.666666667
401T_2021,401T_2_2021,PG_I,1.666666667
401T_2021,401T_2_2021,PG_N,16.66666667
401T_2021,401T_2_2021,SH_N,0
401T_2021,401T_2_2021,PF_I,NA
401T_2021,401T_2_2021,GAP,48.33333333
401T_2021,401T_28_2021,AF_I,0
401T_2021,401T_28_2021,AF_N,0
401T_2021,401T_28_2021,AG_I,3.333333333
401T_2021,401T_28_2021,PF_N,5
401T_2021,401T_28_2021,PG_I,1.666666667
401T_2021,401T_28_2021,PG_N,31.66666667
401T_2021,401T_28_2021,SH_N,3.333333333
401T_2021,401T_28_2021,PF_I,NA
401T_2021,401T_28_2021,GAP,55
402C_2021,402C_15_2021,AF_I,0
402C_2021,402C_15_2021,AF_N,1.666666667
402C_2021,402C_15_2021,AG_I,15
402C_2021,402C_15_2021,PF_N,20
402C_2021,402C_15_2021,PG_I,0
402C_2021,402C_15_2021,PG_N,26.66666667
402C_2021,402C_15_2021,SH_N,0
402C_2021,402C_15_2021,PF_I,NA
402C_2021,402C_15_2021,GAP,43.33333333
402C_2021,402C_2_2021,AF_I,0
402C_2021,402C_2_2021,AF_N,0
402C_2021,402C_2_2021,AG_I,35
402C_2021,402C_2_2021,PF_N,25
402C_2021,402C_2_2021,PG_I,0
402C_2021,402C_2_2021,PG_N,25
402C_2021,402C_2_2021,SH_N,11.66666667
402C_2021,402C_2_2021,PF_I,NA
402C_2021,402C_2_2021,GAP,25
402C_2021,402C_28_2021,AF_I,0
402C_2021,402C_28_2021,AF_N,0
402C_2021,402C_28_2021,AG_I,10
402C_2021,402C_28_2021,PF_N,16.66666667
402C_2021,402C_28_2021,PG_I,0
402C_2021,402C_28_2021,PG_N,18.33333333
402C_2021,402C_28_2021,SH_N,10
402C_2021,402C_28_2021,PF_I,NA
402C_2021,402C_28_2021,GAP,48.33333333
402T_2021,402T_15_2021,AF_I,6.666666667
402T_2021,402T_15_2021,AF_N,0
402T_2021,402T_15_2021,AG_I,5
402T_2021,402T_15_2021,PF_N,21.66666667
402T_2021,402T_15_2021,PG_I,0
402T_2021,402T_15_2021,PG_N,6.666666667
402T_2021,402T_15_2021,SH_N,0
402T_2021,402T_15_2021,PF_I,NA
402T_2021,402T_15_2021,GAP,63.33333333
402T_2021,402T_2_2021,AF_I,10
402T_2021,402T_2_2021,AF_N,0
402T_2021,402T_2_2021,AG_I,6.666666667
402T_2021,402T_2_2021,PF_N,21.66666667
402T_2021,402T_2_2021,PG_I,0
402T_2021,402T_2_2021,PG_N,23.33333333
402T_2021,402T_2_2021,SH_N,21.66666667
402T_2021,402T_2_2021,PF_I,NA
402T_2021,402T_2_2021,GAP,35
402T_2021,402T_28_2021,AF_I,3.333333333
402T_2021,402T_28_2021,AF_N,3.333333333
402T_2021,402T_28_2021,AG_I,11.66666667
402T_2021,402T_28_2021,PF_N,15
402T_2021,402T_28_2021,PG_I,0
402T_2021,402T_28_2021,PG_N,0
402T_2021,402T_28_2021,SH_N,18.33333333
402T_2021,402T_28_2021,PF_I,NA
402T_2021,402T_28_2021,GAP,58.33333333
101C_2022,101C_15_2022,AF_I,1.666666667
101C_2022,101C_15_2022,AF_N,40
101C_2022,101C_15_2022,AG_I,35
101C_2022,101C_15_2022,PF_N,16.66666667
101C_2022,101C_15_2022,PG_I,3.333333333
101C_2022,101C_15_2022,PG_N,41.66666667
101C_2022,101C_15_2022,SH_N,38.33333333
101C_2022,101C_15_2022,PF_I,0
101C_2022,101C_15_2022,GAP,11.66666667
101C_2022,101C_2_2022,AF_I,0
101C_2022,101C_2_2022,AF_N,56.66666667
101C_2022,101C_2_2022,AG_I,41.66666667
101C_2022,101C_2_2022,PF_N,18.33333333
101C_2022,101C_2_2022,PG_I,0
101C_2022,101C_2_2022,PG_N,50
101C_2022,101C_2_2022,SH_N,56.66666667
101C_2022,101C_2_2022,PF_I,0
101C_2022,101C_2_2022,GAP,1.666666667
101C_2022,101C_28_2022,AF_I,1.666666667
101C_2022,101C_28_2022,AF_N,21.66666667
101C_2022,101C_28_2022,AG_I,53.33333333
101C_2022,101C_28_2022,PF_N,10
101C_2022,101C_28_2022,PG_I,0
101C_2022,101C_28_2022,PG_N,21.66666667
101C_2022,101C_28_2022,SH_N,51.66666667
101C_2022,101C_28_2022,PF_I,0
101C_2022,101C_28_2022,GAP,13.33333333
101T_2022,101T_15_2022,AF_I,0
101T_2022,101T_15_2022,AF_N,20
101T_2022,101T_15_2022,AG_I,15
101T_2022,101T_15_2022,PF_N,21.66666667
101T_2022,101T_15_2022,PG_I,1.666666667
101T_2022,101T_15_2022,PG_N,35
101T_2022,101T_15_2022,SH_N,38.33333333
101T_2022,101T_15_2022,PF_I,0
101T_2022,101T_15_2022,GAP,18.33333333
101T_2022,101T_2_2022,AF_I,0
101T_2022,101T_2_2022,AF_N,21.66666667
101T_2022,101T_2_2022,AG_I,20
101T_2022,101T_2_2022,PF_N,21.66666667
101T_2022,101T_2_2022,PG_I,0
101T_2022,101T_2_2022,PG_N,41.66666667
101T_2022,101T_2_2022,SH_N,48.33333333
101T_2022,101T_2_2022,PF_I,0
101T_2022,101T_2_2022,GAP,16.66666667
101T_2022,101T_28_2022,AF_I,0
101T_2022,101T_28_2022,AF_N,16.66666667
101T_2022,101T_28_2022,AG_I,13.33333333
101T_2022,101T_28_2022,PF_N,23.33333333
101T_2022,101T_28_2022,PG_I,0
101T_2022,101T_28_2022,PG_N,48.33333333
101T_2022,101T_28_2022,SH_N,38.33333333
101T_2022,101T_28_2022,PF_I,0
101T_2022,101T_28_2022,GAP,16.66666667
102C_2022,102C_2_2022,AF_I,0
102C_2022,102C_2_2022,AF_N,38.33333333
102C_2022,102C_2_2022,AG_I,63.33333333
102C_2022,102C_2_2022,PF_N,25
102C_2022,102C_2_2022,PG_I,0
102C_2022,102C_2_2022,PG_N,21.66666667
102C_2022,102C_2_2022,SH_N,51.66666667
102C_2022,102C_2_2022,PF_I,0
102C_2022,102C_2_2022,GAP,5
102C_2022,102C_28_2022,AF_I,3.333333333
102C_2022,102C_28_2022,AF_N,33.33333333
102C_2022,102C_28_2022,AG_I,58.33333333
102C_2022,102C_28_2022,PF_N,36.66666667
102C_2022,102C_28_2022,PG_I,0
102C_2022,102C_28_2022,PG_N,28.33333333
102C_2022,102C_28_2022,SH_N,51.66666667
102C_2022,102C_28_2022,PF_I,0
102C_2022,102C_28_2022,GAP,0
102T_2022,102T_15_2022,AF_I,0
102T_2022,102T_15_2022,AF_N,5
102T_2022,102T_15_2022,AG_I,6.666666667
102T_2022,102T_15_2022,PF_N,13.33333333
102T_2022,102T_15_2022,PG_I,0
102T_2022,102T_15_2022,PG_N,70
102T_2022,102T_15_2022,SH_N,55
102T_2022,102T_15_2022,PF_I,0
102T_2022,102T_15_2022,GAP,6.666666667
102T_2022,102T_2_2022,AF_I,0
102T_2022,102T_2_2022,AF_N,3.333333333
102T_2022,102T_2_2022,AG_I,11.66666667
102T_2022,102T_2_2022,PF_N,20
102T_2022,102T_2_2022,PG_I,0
102T_2022,102T_2_2022,PG_N,41.66666667
102T_2022,102T_2_2022,SH_N,78.33333333
102T_2022,102T_2_2022,PF_I,0
102T_2022,102T_2_2022,GAP,3.333333333
102T_2022,102T_28_2022,AF_I,0
102T_2022,102T_28_2022,AF_N,11.66666667
102T_2022,102T_28_2022,AG_I,25
102T_2022,102T_28_2022,PF_N,15
102T_2022,102T_28_2022,PG_I,0
102T_2022,102T_28_2022,PG_N,58.33333333
102T_2022,102T_28_2022,SH_N,65
102T_2022,102T_28_2022,PF_I,0
102T_2022,102T_28_2022,GAP,6.666666667
103C_2022,103C_15_2022,AF_I,0
103C_2022,103C_15_2022,AF_N,15
103C_2022,103C_15_2022,AG_I,11.66666667
103C_2022,103C_15_2022,PF_N,28.33333333
103C_2022,103C_15_2022,PG_I,0
103C_2022,103C_15_2022,PG_N,33.33333333
103C_2022,103C_15_2022,SH_N,51.66666667
103C_2022,103C_15_2022,PF_I,0
103C_2022,103C_15_2022,GAP,15
103C_2022,103C_2_2022,AF_I,0
103C_2022,103C_2_2022,AF_N,16.66666667
103C_2022,103C_2_2022,AG_I,13.33333333
103C_2022,103C_2_2022,PF_N,26.66666667
103C_2022,103C_2_2022,PG_I,0
103C_2022,103C_2_2022,PG_N,41.66666667
103C_2022,103C_2_2022,SH_N,45
103C_2022,103C_2_2022,PF_I,0
103C_2022,103C_2_2022,GAP,20
103C_2022,103C_28_2022,AF_I,1.666666667
103C_2022,103C_28_2022,AF_N,8.333333333
103C_2022,103C_28_2022,AG_I,11.66666667
103C_2022,103C_28_2022,PF_N,20
103C_2022,103C_28_2022,PG_I,0
103C_2022,103C_28_2022,PG_N,43.33333333
103C_2022,103C_28_2022,SH_N,58.33333333
103C_2022,103C_28_2022,PF_I,0
103C_2022,103C_28_2022,GAP,13.33333333
103T_2022,103T_15_2022,AF_I,1.666666667
103T_2022,103T_15_2022,AF_N,0
103T_2022,103T_15_2022,AG_I,0
103T_2022,103T_15_2022,PF_N,6.666666667
103T_2022,103T_15_2022,PG_I,0
103T_2022,103T_15_2022,PG_N,58.33333333
103T_2022,103T_15_2022,SH_N,58.33333333
103T_2022,103T_15_2022,PF_I,0
103T_2022,103T_15_2022,GAP,21.66666667
103T_2022,103T_2_2022,AF_I,0
103T_2022,103T_2_2022,AF_N,0
103T_2022,103T_2_2022,AG_I,0
103T_2022,103T_2_2022,PF_N,13.33333333
103T_2022,103T_2_2022,PG_I,0
103T_2022,103T_2_2022,PG_N,45
103T_2022,103T_2_2022,SH_N,41.66666667
103T_2022,103T_2_2022,PF_I,0
103T_2022,103T_2_2022,GAP,23.33333333
103T_2022,103T_28_2022,AF_I,0
103T_2022,103T_28_2022,AF_N,3.333333333
103T_2022,103T_28_2022,AG_I,1.666666667
103T_2022,103T_28_2022,PF_N,23.33333333
103T_2022,103T_28_2022,PG_I,0
103T_2022,103T_28_2022,PG_N,41.66666667
103T_2022,103T_28_2022,SH_N,55
103T_2022,103T_28_2022,PF_I,0
103T_2022,103T_28_2022,GAP,18.33333333
104C_2022,104C_15_2022,AF_I,0
104C_2022,104C_15_2022,AF_N,16.66666667
104C_2022,104C_15_2022,AG_I,26.66666667
104C_2022,104C_15_2022,PF_N,16.66666667
104C_2022,104C_15_2022,PG_I,0
104C_2022,104C_15_2022,PG_N,28.33333333
104C_2022,104C_15_2022,SH_N,31.66666667
104C_2022,104C_15_2022,PF_I,0
104C_2022,104C_15_2022,GAP,25
104C_2022,104C_2_2022,AF_I,0
104C_2022,104C_2_2022,AF_N,15
104C_2022,104C_2_2022,AG_I,15
104C_2022,104C_2_2022,PF_N,11.66666667
104C_2022,104C_2_2022,PG_I,0
104C_2022,104C_2_2022,PG_N,58.33333333
104C_2022,104C_2_2022,SH_N,51.66666667
104C_2022,104C_2_2022,PF_I,0
104C_2022,104C_2_2022,GAP,10
104C_2022,104C_28_2022,AF_I,0
104C_2022,104C_28_2022,AF_N,10
104C_2022,104C_28_2022,AG_I,23.33333333
104C_2022,104C_28_2022,PF_N,13.33333333
104C_2022,104C_28_2022,PG_I,0
104C_2022,104C_28_2022,PG_N,28.33333333
104C_2022,104C_28_2022,SH_N,41.66666667
104C_2022,104C_28_2022,PF_I,0
104C_2022,104C_28_2022,GAP,25
104T_2022,104T_15_2022,AF_I,1.666666667
104T_2022,104T_15_2022,AF_N,10
104T_2022,104T_15_2022,AG_I,1.666666667
104T_2022,104T_15_2022,PF_N,51.66666667
104T_2022,104T_15_2022,PG_I,0
104T_2022,104T_15_2022,PG_N,46.66666667
104T_2022,104T_15_2022,SH_N,33.33333333
104T_2022,104T_15_2022,PF_I,0
104T_2022,104T_15_2022,GAP,11.66666667
104T_2022,104T_28_2022,AF_I,0
104T_2022,104T_28_2022,AF_N,0
104T_2022,104T_28_2022,AG_I,0
104T_2022,104T_28_2022,PF_N,31.66666667
104T_2022,104T_28_2022,PG_I,0
104T_2022,104T_28_2022,PG_N,20
104T_2022,104T_28_2022,SH_N,26.66666667
104T_2022,104T_28_2022,PF_I,0
104T_2022,104T_28_2022,GAP,35
105C_2022,105C_15_2022,AF_I,3.333333333
105C_2022,105C_15_2022,AF_N,50
105C_2022,105C_15_2022,AG_I,66.66666667
105C_2022,105C_15_2022,PF_N,73.33333333
105C_2022,105C_15_2022,PG_I,0
105C_2022,105C_15_2022,PG_N,88.33333333
105C_2022,105C_15_2022,SH_N,88.33333333
105C_2022,105C_15_2022,PF_I,0
105C_2022,105C_15_2022,GAP,21.66666667
105C_2022,105C_2_2022,AF_I,1.666666667
105C_2022,105C_2_2022,AF_N,28.33333333
105C_2022,105C_2_2022,AG_I,15
105C_2022,105C_2_2022,PF_N,18.33333333
105C_2022,105C_2_2022,PG_I,1.666666667
105C_2022,105C_2_2022,PG_N,65
105C_2022,105C_2_2022,SH_N,70
105C_2022,105C_2_2022,PF_I,0
105C_2022,105C_2_2022,GAP,1.666666667
105C_2022,105C_28_2022,AF_I,0
105C_2022,105C_28_2022,AF_N,8.333333333
105C_2022,105C_28_2022,AG_I,3.333333333
105C_2022,105C_28_2022,PF_N,28.33333333
105C_2022,105C_28_2022,PG_I,0
105C_2022,105C_28_2022,PG_N,55
105C_2022,105C_28_2022,SH_N,20
105C_2022,105C_28_2022,PF_I,0
105C_2022,105C_28_2022,GAP,18.33333333
105T_2022,105T_2_2022,AF_I,6.666666667
105T_2022,105T_2_2022,AF_N,21.66666667
105T_2022,105T_2_2022,AG_I,6.666666667
105T_2022,105T_2_2022,PF_N,43.33333333
105T_2022,105T_2_2022,PG_I,0
105T_2022,105T_2_2022,PG_N,85
105T_2022,105T_2_2022,SH_N,65
105T_2022,105T_2_2022,PF_I,0
105T_2022,105T_2_2022,GAP,11.66666667
105T_2022,105T_28_2022,AF_I,3.333333333
105T_2022,105T_28_2022,AF_N,3.333333333
105T_2022,105T_28_2022,AG_I,3.333333333
105T_2022,105T_28_2022,PF_N,68.33333333
105T_2022,105T_28_2022,PG_I,1.666666667
105T_2022,105T_28_2022,PG_N,90
105T_2022,105T_28_2022,SH_N,68.33333333
105T_2022,105T_28_2022,PF_I,1.666666667
105T_2022,105T_28_2022,GAP,23.33333333
201C_2022,201C_15_2022,AF_I,6.666666667
201C_2022,201C_15_2022,AF_N,6.666666667
201C_2022,201C_15_2022,AG_I,31.66666667
201C_2022,201C_15_2022,PF_N,25
201C_2022,201C_15_2022,PG_I,0
201C_2022,201C_15_2022,PG_N,28.33333333
201C_2022,201C_15_2022,SH_N,51.66666667
201C_2022,201C_15_2022,PF_I,0
201C_2022,201C_15_2022,GAP,20
201C_2022,201C_2_2022,AF_I,6.666666667
201C_2022,201C_2_2022,AF_N,5
201C_2022,201C_2_2022,AG_I,45
201C_2022,201C_2_2022,PF_N,10
201C_2022,201C_2_2022,PG_I,0
201C_2022,201C_2_2022,PG_N,10
201C_2022,201C_2_2022,SH_N,56.66666667
201C_2022,201C_2_2022,PF_I,0
201C_2022,201C_2_2022,GAP,15
201C_2022,201C_28_2022,AF_I,0
201C_2022,201C_28_2022,AF_N,6.666666667
201C_2022,201C_28_2022,AG_I,11.66666667
201C_2022,201C_28_2022,PF_N,18.33333333
201C_2022,201C_28_2022,PG_I,0
201C_2022,201C_28_2022,PG_N,15
201C_2022,201C_28_2022,SH_N,41.66666667
201C_2022,201C_28_2022,PF_I,0
201C_2022,201C_28_2022,GAP,40
201T_2022,201T_15_2022,AF_I,0
201T_2022,201T_15_2022,AF_N,6.666666667
201T_2022,201T_15_2022,AG_I,1.666666667
201T_2022,201T_15_2022,PF_N,15
201T_2022,201T_15_2022,PG_I,0
201T_2022,201T_15_2022,PG_N,56.66666667
201T_2022,201T_15_2022,SH_N,73.33333333
201T_2022,201T_15_2022,PF_I,0
201T_2022,201T_15_2022,GAP,6.666666667
201T_2022,201T_2_2022,AF_I,0
201T_2022,201T_2_2022,AF_N,18.33333333
201T_2022,201T_2_2022,AG_I,10
201T_2022,201T_2_2022,PF_N,11.66666667
201T_2022,201T_2_2022,PG_I,0
201T_2022,201T_2_2022,PG_N,40
201T_2022,201T_2_2022,SH_N,83.33333333
201T_2022,201T_2_2022,PF_I,0
201T_2022,201T_2_2022,GAP,3.333333333
201T_2022,201T_28_2022,AF_I,0
201T_2022,201T_28_2022,AF_N,13.33333333
201T_2022,201T_28_2022,AG_I,16.66666667
201T_2022,201T_28_2022,PF_N,13.33333333
201T_2022,201T_28_2022,PG_I,0
201T_2022,201T_28_2022,PG_N,50
201T_2022,201T_28_2022,SH_N,90
201T_2022,201T_28_2022,PF_I,0
201T_2022,201T_28_2022,GAP,3.333333333
202C_2022,202C_15_2022,AF_I,3.333333333
202C_2022,202C_15_2022,AF_N,8.333333333
202C_2022,202C_15_2022,AG_I,51.66666667
202C_2022,202C_15_2022,PF_N,16.66666667
202C_2022,202C_15_2022,PG_I,0
202C_2022,202C_15_2022,PG_N,33.33333333
202C_2022,202C_15_2022,SH_N,75
202C_2022,202C_15_2022,PF_I,0
202C_2022,202C_15_2022,GAP,3.333333333
202C_2022,202C_2_2022,AF_I,6.666666667
202C_2022,202C_2_2022,AF_N,1.666666667
202C_2022,202C_2_2022,AG_I,38.33333333
202C_2022,202C_2_2022,PF_N,28.33333333
202C_2022,202C_2_2022,PG_I,0
202C_2022,202C_2_2022,PG_N,25
202C_2022,202C_2_2022,SH_N,60
202C_2022,202C_2_2022,PF_I,0
202C_2022,202C_2_2022,GAP,15
202C_2022,202C_28_2022,AF_I,1.666666667
202C_2022,202C_28_2022,AF_N,35
202C_2022,202C_28_2022,AG_I,43.33333333
202C_2022,202C_28_2022,PF_N,25
202C_2022,202C_28_2022,PG_I,0
202C_2022,202C_28_2022,PG_N,43.33333333
202C_2022,202C_28_2022,SH_N,61.66666667
202C_2022,202C_28_2022,PF_I,0
202C_2022,202C_28_2022,GAP,3.333333333
202T_2022,202T_15_2022,AF_I,0
202T_2022,202T_15_2022,AF_N,11.66666667
202T_2022,202T_15_2022,AG_I,16.66666667
202T_2022,202T_15_2022,PF_N,16.66666667
202T_2022,202T_15_2022,PG_I,0
202T_2022,202T_15_2022,PG_N,41.66666667
202T_2022,202T_15_2022,SH_N,68.33333333
202T_2022,202T_15_2022,PF_I,0
202T_2022,202T_15_2022,GAP,8.333333333
202T_2022,202T_2_2022,AF_I,0
202T_2022,202T_2_2022,AF_N,13.33333333
202T_2022,202T_2_2022,AG_I,13.33333333
202T_2022,202T_2_2022,PF_N,18.33333333
202T_2022,202T_2_2022,PG_I,0
202T_2022,202T_2_2022,PG_N,56.66666667
202T_2022,202T_2_2022,SH_N,75
202T_2022,202T_2_2022,PF_I,0
202T_2022,202T_2_2022,GAP,0
202T_2022,202T_28_2022,AF_I,0
202T_2022,202T_28_2022,AF_N,8.333333333
202T_2022,202T_28_2022,AG_I,13.33333333
202T_2022,202T_28_2022,PF_N,13.33333333
202T_2022,202T_28_2022,PG_I,0
202T_2022,202T_28_2022,PG_N,50
202T_2022,202T_28_2022,SH_N,55
202T_2022,202T_28_2022,PF_I,0
202T_2022,202T_28_2022,GAP,15
203C_2022,203C_15_2022,AF_I,0
203C_2022,203C_15_2022,AF_N,20
203C_2022,203C_15_2022,AG_I,21.66666667
203C_2022,203C_15_2022,PF_N,45
203C_2022,203C_15_2022,PG_I,0
203C_2022,203C_15_2022,PG_N,76.66666667
203C_2022,203C_15_2022,SH_N,71.66666667
203C_2022,203C_15_2022,PF_I,0
203C_2022,203C_15_2022,GAP,3.333333333
203C_2022,203C_2_2022,AF_I,0
203C_2022,203C_2_2022,AF_N,11.66666667
203C_2022,203C_2_2022,AG_I,6.666666667
203C_2022,203C_2_2022,PF_N,46.66666667
203C_2022,203C_2_2022,PG_I,1.666666667
203C_2022,203C_2_2022,PG_N,36.66666667
203C_2022,203C_2_2022,SH_N,71.66666667
203C_2022,203C_2_2022,PF_I,0
203C_2022,203C_2_2022,GAP,3.333333333
203C_2022,203C_28_2022,AF_I,0
203C_2022,203C_28_2022,AF_N,15
203C_2022,203C_28_2022,AG_I,10
203C_2022,203C_28_2022,PF_N,40
203C_2022,203C_28_2022,PG_I,0
203C_2022,203C_28_2022,PG_N,68.33333333
203C_2022,203C_28_2022,SH_N,56.66666667
203C_2022,203C_28_2022,PF_I,0
203C_2022,203C_28_2022,GAP,1.666666667
203T_2022,203T_2_2022,AF_I,0
203T_2022,203T_2_2022,AF_N,0
203T_2022,203T_2_2022,AG_I,0
203T_2022,203T_2_2022,PF_N,43.33333333
203T_2022,203T_2_2022,PG_I,0
203T_2022,203T_2_2022,PG_N,41.66666667
203T_2022,203T_2_2022,SH_N,70
203T_2022,203T_2_2022,PF_I,0
203T_2022,203T_2_2022,GAP,8.333333333
203T_2022,203T_28_2022,AF_I,0
203T_2022,203T_28_2022,AF_N,1.666666667
203T_2022,203T_28_2022,AG_I,1.666666667
203T_2022,203T_28_2022,PF_N,20
203T_2022,203T_28_2022,PG_I,1.666666667
203T_2022,203T_28_2022,PG_N,86.66666667
203T_2022,203T_28_2022,SH_N,81.66666667
203T_2022,203T_28_2022,PF_I,1.666666667
203T_2022,203T_28_2022,GAP,20
204C_2022,204C_2_2022,AF_I,1.666666667
204C_2022,204C_2_2022,AF_N,6.666666667
204C_2022,204C_2_2022,AG_I,20
204C_2022,204C_2_2022,PF_N,26.66666667
204C_2022,204C_2_2022,PG_I,1.666666667
204C_2022,204C_2_2022,PG_N,46.66666667
204C_2022,204C_2_2022,SH_N,50
204C_2022,204C_2_2022,PF_I,0
204C_2022,204C_2_2022,GAP,8.333333333
204C_2022,204C_28_2022,AF_I,1.666666667
204C_2022,204C_28_2022,AF_N,10
204C_2022,204C_28_2022,AG_I,46.66666667
204C_2022,204C_28_2022,PF_N,30
204C_2022,204C_28_2022,PG_I,0
204C_2022,204C_28_2022,PG_N,51.66666667
204C_2022,204C_28_2022,SH_N,51.66666667
204C_2022,204C_28_2022,PF_I,0
204C_2022,204C_28_2022,GAP,3.333333333
204T_2022,204T_15_2022,AF_I,0
204T_2022,204T_15_2022,AF_N,8.333333333
204T_2022,204T_15_2022,AG_I,13.33333333
204T_2022,204T_15_2022,PF_N,26.66666667
204T_2022,204T_15_2022,PG_I,1.666666667
204T_2022,204T_15_2022,PG_N,73.33333333
204T_2022,204T_15_2022,SH_N,51.66666667
204T_2022,204T_15_2022,PF_I,0
204T_2022,204T_15_2022,GAP,11.66666667
204T_2022,204T_2_2022,AF_I,0
204T_2022,204T_2_2022,AF_N,3.333333333
204T_2022,204T_2_2022,AG_I,3.333333333
204T_2022,204T_2_2022,PF_N,25
204T_2022,204T_2_2022,PG_I,0
204T_2022,204T_2_2022,PG_N,43.33333333
204T_2022,204T_2_2022,SH_N,50
204T_2022,204T_2_2022,PF_I,0
204T_2022,204T_2_2022,GAP,21.66666667
204T_2022,204T_28_2022,AF_I,0
204T_2022,204T_28_2022,AF_N,1.666666667
204T_2022,204T_28_2022,AG_I,11.66666667
204T_2022,204T_28_2022,PF_N,33.33333333
204T_2022,204T_28_2022,PG_I,0
204T_2022,204T_28_2022,PG_N,53.33333333
204T_2022,204T_28_2022,SH_N,51.66666667
204T_2022,204T_28_2022,PF_I,0
